City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Hualmay,PE,-11.0964,-77.6139,71.49,88,99,6.42,overcast clouds
348,Springbok,ZA,-29.6643,17.8865,73.36,37,0,6.15,clear sky
349,Saint Anthony,US,45.0205,-93.218,21.15,53,0,14.97,clear sky
350,Tomatlan,MX,19.9333,-105.25,63.95,67,17,3.2,few clouds
351,Russell,US,32.3502,-85.1999,57.4,94,75,5.75,moderate rain
352,Ubinskoye,RU,55.3068,79.6802,0.16,92,74,5.35,broken clouds
353,Coahuayana,MX,18.7333,-103.6833,68.34,85,1,3.89,clear sky
354,Tiarei,PF,-17.5333,-149.3333,82.42,76,16,11.9,few clouds
355,Portland,US,45.5234,-122.6762,52.11,73,100,13.8,moderate rain
356,Lompoc,US,34.6391,-120.4579,55.58,87,0,6.91,clear sky
357,Labuhan,ID,-6.8844,112.2051,82.89,79,73,15.88,broken clouds
358,Shache,CN,38.4167,77.2406,39.81,35,100,1.3,overcast clouds
359,Emporia,US,38.4039,-96.1817,35.8,75,100,12.66,overcast clouds
360,Minab,IR,27.1467,57.0801,70.12,49,0,0.0,clear sky
361,Alofi,NU,-19.0595,-169.9187,82.29,78,75,8.05,broken clouds
362,La Ronge,CA,55.1001,-105.2842,21.45,73,75,4.61,broken clouds
363,Azoyu,MX,16.7167,-98.7333,71.24,66,0,4.05,clear sky
364,Asyut,EG,27.181,31.1837,48.38,29,80,2.59,broken clouds
365,San Vicente De Canete,PE,-13.0751,-76.3835,72.72,87,100,2.04,overcast clouds
366,Smoky Lake,CA,54.1169,-112.4686,21.92,79,58,4.61,broken clouds
367,Imbituba,BR,-28.24,-48.6703,69.49,90,96,8.79,overcast clouds
368,Skegness,GB,53.1436,0.3363,35.56,84,97,11.65,overcast clouds
369,Urengoy,RU,65.9667,78.3667,7.3,93,100,16.87,overcast clouds
370,Baoqing,CN,46.3317,132.2111,16.93,90,100,5.37,light snow
371,Hirara,JP,24.8,125.2833,70.07,88,75,19.57,broken clouds
372,Pangnirtung,CA,66.1451,-65.7125,-36.81,88,33,3.13,scattered clouds
373,Kashi,CN,39.4547,75.9797,34.81,64,100,2.24,smoke
374,Changji,CN,44.0167,87.3167,27.39,74,75,2.24,broken clouds
375,Nyurba,RU,63.2842,118.3319,-25.82,93,100,5.84,overcast clouds
376,Coihaique,CL,-45.5752,-72.0662,53.55,87,40,6.91,light rain
377,Kungurtug,RU,50.5994,97.5228,15.13,82,88,1.1,overcast clouds
378,Faya,SA,18.3851,42.4509,57.72,49,21,3.78,few clouds
379,Huarmey,PE,-10.0681,-78.1522,70.88,87,96,3.49,overcast clouds
380,Emerald,AU,-23.5333,148.1667,92.34,31,0,12.28,clear sky
381,Esperantinopolis,BR,-4.8667,-44.7083,71.71,98,9,2.73,clear sky
382,Puerto Escondido,MX,15.85,-97.0667,75.81,62,1,5.68,clear sky
383,Roma,US,43.2128,-75.4557,52.72,93,100,0.0,mist
384,Talnakh,RU,69.4865,88.3972,-2.97,98,100,15.48,light snow
385,Patitirion,GR,39.15,23.8667,38.37,68,100,23.78,overcast clouds
386,Santa Cruz,BO,-17.8,-63.1667,76.46,94,40,5.75,scattered clouds
387,Kamiiso,JP,41.8167,140.65,30.58,59,75,6.91,broken clouds
388,Ojinaga,MX,29.5667,-104.4167,45.55,57,0,21.85,clear sky
389,Fare,PF,-16.7,-151.0167,81.55,73,10,12.73,clear sky
390,Piney Green,US,34.716,-77.3202,64.35,90,0,4.61,clear sky
391,Cesky Brod,CZ,50.0742,14.8608,26.15,73,43,5.66,scattered clouds
392,Reichenau,PL,50.9075,14.9563,31.5,73,41,5.01,scattered clouds
393,Barcelos,PT,41.5388,-8.6151,48.85,64,34,7.18,scattered clouds
394,Ivanovka,KG,42.8878,75.085,21.33,77,92,1.9,overcast clouds
395,Jacareacanga,BR,-6.2222,-57.7528,71.78,99,31,0.87,scattered clouds
396,Flinders,AU,-34.5833,150.8552,82.38,60,13,7.34,few clouds
397,Lavrentiya,RU,65.5833,-171.0,-20.34,94,83,5.66,broken clouds
398,Chokurdakh,RU,70.6333,147.9167,-27.27,98,100,6.35,overcast clouds
399,Xuddur,SO,4.1213,43.8894,79.27,34,3,23.94,clear sky
400,Lookan,PH,5.037,120.1027,82.2,71,94,2.26,overcast clouds
401,Ponta Delgada,PT,37.7333,-25.6667,56.12,76,75,12.66,broken clouds
402,Nichinan,JP,31.6,131.3667,60.48,75,72,9.75,broken clouds
403,Isla Vista,US,34.4133,-119.861,65.44,56,0,5.75,clear sky
404,Lensk,RU,60.7253,114.9278,1.44,92,100,1.99,overcast clouds
405,Malinovoye Ozero,RU,51.6753,79.7825,1.62,90,88,4.56,overcast clouds
406,Mecca,SA,21.4267,39.8261,73.53,36,1,2.62,clear sky
407,Orcopampa,PE,-15.2661,-72.3417,44.94,94,100,1.41,moderate rain
408,Alta Floresta,BR,-9.8756,-56.0861,69.69,98,100,1.16,overcast clouds
409,Acarau,BR,-2.8856,-40.12,78.73,83,77,10.76,broken clouds
410,Lake Havasu City,US,34.4839,-114.3224,57.09,19,0,9.22,clear sky
411,Ayan,RU,56.45,138.1667,-6.41,78,6,4.54,clear sky
412,Ust-Nera,RU,64.5667,143.2,-40.9,98,47,2.57,scattered clouds
413,Svetlogorsk,BY,52.6333,29.7333,20.82,86,33,11.52,scattered clouds
414,Jalu,LY,29.0331,21.5482,54.9,59,42,1.52,scattered clouds
415,Fortuna,US,40.5982,-124.1573,48.65,90,100,8.05,overcast clouds
416,Hastings,GB,50.8552,0.5729,38.25,55,71,3.71,broken clouds
417,Inhambane,MZ,-23.865,35.3833,80.55,83,80,12.21,moderate rain
418,Krasnokamensk,RU,50.0979,118.0369,4.37,90,98,2.42,overcast clouds
419,Tabou,CI,4.423,-7.3528,78.42,85,8,3.62,clear sky
420,Verkhniy Mamon,RU,50.1635,40.3832,18.32,96,100,4.83,overcast clouds
421,Barmer,IN,25.75,71.3833,82.17,29,0,19.53,clear sky
422,Lapua,FI,62.9693,23.0088,31.33,83,100,11.39,light snow
423,Kloulklubed,PW,7.0419,134.2556,84.7,76,83,13.33,broken clouds
424,Nalut,LY,30.3333,10.85,42.28,75,66,5.5,broken clouds
425,Rio Grande,BR,-32.035,-52.0986,73.0,87,0,7.14,light rain
426,Plouzane,FR,48.3833,-4.6167,44.92,100,100,2.3,mist
427,Isangel,VU,-19.55,169.2667,78.48,91,100,13.85,overcast clouds
428,Shitanjing,CN,39.2342,106.3439,38.8,44,7,6.87,clear sky
429,Sur,OM,22.5667,59.5289,74.21,56,4,5.53,clear sky
430,Cabo San Lucas,MX,22.8909,-109.9124,67.51,69,9,3.33,clear sky
431,Taber,CA,49.8167,-112.1518,41.2,58,40,14.97,scattered clouds
432,General Pico,AR,-35.6566,-63.7568,73.38,36,0,8.66,clear sky
433,Koupela,BF,12.1794,-0.3517,73.17,13,1,9.8,clear sky
434,Ozu,JP,33.5,132.55,46.18,94,97,10.4,overcast clouds
435,Ust-Karsk,RU,52.7011,118.8077,13.19,82,100,1.57,overcast clouds
436,Yarada,IN,17.65,83.2667,84.52,54,68,2.3,haze
437,Smirnykh,RU,49.75,142.8333,3.07,76,7,1.05,clear sky
438,Glasgow,GB,55.8652,-4.2576,43.21,88,100,17.27,overcast clouds
439,Masyaf,SY,35.0653,36.3406,36.52,66,96,9.57,overcast clouds
440,Gizo,SB,-8.103,156.8419,84.74,71,100,11.72,overcast clouds
441,Sabang,ID,5.8933,95.3214,80.78,79,24,15.55,few clouds
442,Sarangani,PH,5.4033,125.4636,81.81,74,100,17.02,light rain
443,Hammerfest,NO,70.6634,23.6821,27.05,93,75,19.57,light snow
444,Lewiston,US,44.1003,-70.2148,40.41,96,100,1.01,moderate rain
445,Saucillo,MX,28.0167,-105.2833,50.58,29,6,15.55,clear sky
446,Lorengau,PG,-2.0226,147.2712,80.55,83,99,14.23,moderate rain
447,Port Hedland,AU,-20.3167,118.5667,98.65,53,11,23.02,few clouds
448,Borogontsy,RU,62.6683,131.1683,-25.69,92,67,5.21,broken clouds
449,Zhigansk,RU,66.7697,123.3711,-34.33,96,99,6.89,overcast clouds
450,Wanning,CN,18.8003,110.3967,80.06,69,51,9.69,broken clouds
451,Vostok,RU,46.4856,135.8833,15.62,74,100,1.05,overcast clouds
452,Houma,US,29.5958,-90.7195,62.01,74,100,4.61,overcast clouds
453,Touros,BR,-5.1989,-35.4608,78.73,81,65,11.14,broken clouds
454,Dasoguz,TM,41.8363,59.9666,15.75,86,0,6.91,clear sky
455,Oranjemund,NA,-28.55,16.4333,64.76,91,14,5.5,few clouds
456,Nuevitas,CU,21.5453,-77.2644,75.18,82,27,13.06,scattered clouds
457,Kulhudhuffushi,MV,6.6221,73.07,79.65,73,93,7.49,overcast clouds
458,Hearst,CA,49.6835,-83.6665,14.25,95,100,9.31,light snow
459,Mossendjo,CG,-2.9506,12.7261,70.3,99,87,1.74,overcast clouds
460,Basco,PH,20.4487,121.9702,76.32,76,30,14.58,scattered clouds
461,Vilhena,BR,-12.7406,-60.1458,68.58,98,100,2.3,heavy intensity rain
462,Bulungu,CD,-4.55,18.6,72.5,82,75,2.24,broken clouds
463,Sorland,NO,67.667,12.6934,30.06,58,100,32.06,light snow
464,Adre,TD,13.4667,22.2,65.26,14,43,13.98,scattered clouds
465,Zheshart,RU,62.0731,49.5733,25.63,89,80,11.48,broken clouds
466,Bambous Virieux,MU,-20.3428,57.7575,84.45,65,75,10.36,light rain
467,Coquimbo,CL,-29.9533,-71.3436,64.13,94,100,4.61,overcast clouds
468,Witu,KE,-2.3889,40.4382,80.76,64,24,6.82,few clouds
469,Bambanglipuro,ID,-7.95,110.2833,85.33,65,66,9.26,broken clouds
470,Diofior,SN,14.1833,-16.6667,65.62,81,39,16.6,scattered clouds
471,North Bend,US,43.4065,-124.2243,49.06,98,100,11.5,overcast clouds
472,Khovu-Aksy,RU,51.1333,93.6,10.98,81,74,1.74,broken clouds
473,Lukang,TW,24.0567,120.4352,83.44,78,37,13.15,scattered clouds
474,Abu Zabad,SD,12.35,29.25,69.85,17,14,13.6,few clouds
475,Kosino,RU,58.4127,51.2782,25.05,92,100,10.65,overcast clouds
476,Volsk,RU,52.0333,47.3833,12.02,98,96,3.56,overcast clouds
477,Polson,US,47.6936,-114.1632,21.49,93,68,1.05,broken clouds
478,Avera,US,33.194,-82.5271,63.55,96,100,5.01,overcast clouds
479,Taoudenni,ML,22.6783,-3.9836,65.68,18,100,15.26,overcast clouds
480,Churapcha,RU,62.0025,132.4325,-24.16,91,63,5.1,broken clouds
481,Cayenne,GF,4.9333,-52.3333,77.04,88,75,8.05,broken clouds
482,Dubti,ET,11.7361,41.0853,79.47,57,8,0.72,clear sky
483,Joutseno,FI,61.118,28.5076,32.05,95,100,21.05,light snow
484,Tura,IN,25.5198,90.2201,76.37,29,0,5.77,clear sky
485,Lahaina,US,20.8783,-156.6825,74.8,81,100,22.62,overcast clouds
486,Puerto Del Rosario,ES,28.5004,-13.8627,60.55,77,75,10.36,broken clouds
487,Hovd,MN,48.0056,91.6419,11.3,68,100,4.12,overcast clouds
488,Merauke,ID,-8.4667,140.3333,83.08,78,89,20.49,overcast clouds
489,Dunedin,NZ,-45.8742,170.5036,57.85,77,70,9.78,broken clouds
490,Nevelsk,RU,46.6733,141.8633,19.87,91,97,4.99,light snow
491,Almeria,ES,37.1667,-2.3333,42.96,81,91,4.59,overcast clouds
492,Timbiqui,CO,2.7717,-77.6654,73.81,95,96,3.89,overcast clouds
493,Xining,CN,36.6167,101.7667,39.97,14,13,4.23,few clouds
494,Ibra,OM,22.6906,58.5334,75.4,34,13,1.92,few clouds
495,Hellin,ES,38.5106,-1.701,38.34,81,40,1.32,scattered clouds
496,San Quintin,MX,30.4833,-115.95,59.9,40,0,2.71,clear sky
497,La Palma,US,33.8464,-118.0467,69.98,23,0,9.22,clear sky
498,Ulladulla,AU,-35.35,150.4667,75.87,68,29,7.94,light rain
499,Lamu,KE,-2.2717,40.902,80.82,74,28,10.94,scattered clouds
500,Kutum,SD,14.2,24.6667,60.13,17,88,7.2,overcast clouds
501,Santa Catalina,PH,9.3337,122.8637,85.98,66,86,4.97,overcast clouds
502,Boyolangu,ID,-8.1181,111.8935,86.63,65,57,3.22,broken clouds
503,Aykino,RU,62.2248,49.9922,25.23,89,93,11.27,overcast clouds
504,Phonhong,LA,18.5007,102.4166,92.25,34,20,2.04,few clouds
505,Agdas,AZ,40.65,47.4761,33.46,83,98,1.59,overcast clouds
506,Bastrop,US,32.7562,-91.8724,47.88,100,0,0.0,clear sky
507,Rong Kwang,TH,18.339,100.3174,89.08,26,71,6.26,broken clouds
508,Yishui,CN,35.7847,118.6281,49.59,45,26,2.26,scattered clouds
509,Gat,IL,31.61,34.7642,52.39,100,50,2.01,scattered clouds
510,Shumskiy,RU,54.8318,99.1328,13.23,82,100,2.68,overcast clouds
511,Volnovakha,UA,47.601,37.4967,20.41,75,100,1.79,overcast clouds
512,Linxia,CN,35.6003,103.2064,41.63,40,33,1.74,scattered clouds
513,Baijiantan,CN,45.6333,85.1833,33.91,54,90,30.24,overcast clouds
514,Havoysund,NO,70.9963,24.6622,32.23,60,100,32.44,light snow
515,Seymchan,RU,62.8833,152.4333,-35.14,97,89,1.63,overcast clouds
516,Pemangkat,ID,1.1667,108.9667,83.08,69,73,7.2,broken clouds
517,Kita,ML,13.0349,-9.4895,76.62,29,6,2.71,clear sky
518,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,4.61,broken clouds
519,Les Cayes,HT,18.2,-73.75,72.21,77,0,3.38,clear sky
520,Dalvik,IS,65.9702,-18.5286,22.93,68,100,9.75,overcast clouds
521,Jampur,PK,29.6441,70.5954,72.16,29,0,11.7,clear sky
522,Raudeberg,NO,61.9875,5.1352,31.96,46,100,17.05,overcast clouds
523,Kudahuvadhoo,MV,2.6708,72.8944,81.01,69,71,14.09,broken clouds
524,Muros,ES,42.7762,-9.0603,40.15,85,0,8.41,clear sky
525,Margate,GB,51.3813,1.3862,38.7,81,92,7.81,overcast clouds
526,Butembo,CD,0.15,29.2833,71.87,39,26,1.16,scattered clouds
527,Maneadero,MX,31.7167,-116.5667,56.1,43,0,1.99,clear sky
528,Falam,MM,22.9167,93.6833,74.37,15,1,1.41,clear sky
529,Branistea,RO,44.6833,25.5833,25.92,84,5,6.29,clear sky
530,Biltine,TD,14.5333,20.9167,68.99,13,33,13.31,scattered clouds
531,Olafsvik,IS,64.8945,-23.7142,31.05,97,100,22.7,snow
532,Meulaboh,ID,4.1363,96.1285,80.11,88,76,14.03,light rain
533,Orlik,RU,52.5178,99.825,7.32,79,70,0.16,broken clouds
534,Tateyama,JP,34.9833,139.8667,39.13,100,75,10.36,moderate rain
535,Ekhabi,RU,53.5102,142.9671,-11.6,89,8,10.13,clear sky
536,Damietta,EG,31.4165,31.8133,49.89,63,26,7.38,scattered clouds
537,Sola,VU,-13.8833,167.55,82.63,69,73,13.89,broken clouds
538,Bandundu,CD,-3.3167,17.3667,76.03,78,73,2.89,broken clouds
539,Bam,IR,29.106,58.357,52.57,25,22,10.92,few clouds
540,Walvis Bay,NA,-22.9575,14.5053,65.35,88,100,4.61,overcast clouds
541,Xinmin,CN,41.9908,122.8253,38.17,51,7,6.44,clear sky
542,Lao Cai,VN,22.4833,103.95,88.16,34,87,4.38,overcast clouds
543,Kuusamo,FI,65.9667,29.1833,30.24,93,100,10.36,overcast clouds
544,Kangaatsiaq,GL,68.3065,-53.4641,-13.43,89,100,10.51,overcast clouds
545,Requena,ES,39.4883,-1.1004,35.53,74,83,3.29,broken clouds
546,Karratha,AU,-20.7377,116.8463,95.14,50,0,18.12,clear sky
547,Morro Bay,US,35.3658,-120.8499,56.14,58,0,4.79,clear sky
548,Chuzhou,CN,32.3219,118.2978,49.41,63,92,5.68,overcast clouds
549,Ostrovnoy,RU,68.0531,39.5131,30.29,87,98,23.0,overcast clouds
550,Kapit,MY,2.0167,112.9333,88.5,62,98,4.03,overcast clouds
551,Nuqui,CO,5.7125,-77.2708,76.53,90,70,2.86,light rain
552,Kameda,JP,37.8667,139.1167,33.93,93,75,2.3,light snow
553,Gari,RU,59.4307,62.3497,17.4,91,91,3.42,overcast clouds
554,Abha,SA,18.2164,42.5053,57.45,38,0,0.0,clear sky
555,Cockburn Town,TC,21.4612,-71.1419,77.56,76,0,26.13,clear sky
556,Jumla,NP,29.2747,82.1838,55.92,21,3,6.53,clear sky
557,Los Llanos De Aridane,ES,28.6585,-17.9182,56.12,79,40,6.91,scattered clouds
558,Madinat Sittah Uktubar,EG,29.8167,31.05,46.0,74,0,10.51,clear sky
559,Shimoda,JP,34.6667,138.95,43.16,94,100,15.12,light rain
560,Sibolga,ID,1.7427,98.7792,78.91,86,91,1.59,overcast clouds
561,Tecoanapa,MX,16.5167,-98.75,74.17,77,0,4.47,clear sky
562,Lashma,RU,54.9321,41.1438,19.67,95,100,9.46,overcast clouds
563,Ugoofaaru,MV,5.6667,73.0,80.04,72,64,10.2,broken clouds
564,Micheweni,TZ,-4.9667,39.8333,81.64,76,100,10.98,overcast clouds
565,Shelburne,CA,44.0787,-80.2041,37.85,98,100,23.06,light snow
566,Andilamena,MG,-17.0167,48.5833,70.9,78,96,7.65,overcast clouds
567,Tsabong,BW,-26.0217,22.401,75.47,41,0,11.03,clear sky
568,Saint-Francois,FR,46.4154,3.9054,18.84,93,7,3.44,mist
569,Vanimo,PG,-2.6741,141.3028,84.67,69,91,11.45,overcast clouds
570,Kerouane,GN,9.2667,-9.0167,73.45,74,20,4.12,few clouds
571,Yermakovskoye,RU,53.2831,92.4003,10.69,90,97,1.74,overcast clouds
572,Palu,ID,-0.8917,119.8707,88.14,57,98,5.23,overcast clouds
573,Muisne,EC,0.6,-80.0333,75.54,90,81,4.41,light rain
574,Sala,MA,34.0389,-6.8166,53.74,71,40,5.75,scattered clouds
575,Korla,CN,41.7597,86.1469,36.45,43,100,4.07,overcast clouds
576,Dali,CN,25.7,100.1833,61.32,27,1,8.55,clear sky
577,Tukrah,LY,32.5341,20.5791,51.93,76,11,28.16,few clouds
578,Kyotera,UG,-0.6156,31.5175,67.71,73,89,2.93,overcast clouds
579,Oistins,BB,13.0667,-59.5333,77.09,73,20,20.71,few clouds
580,Barabinsk,RU,55.3571,78.357,-0.35,92,62,7.43,broken clouds
581,Sabha,LY,27.0377,14.4283,44.87,76,68,6.53,broken clouds
582,Oil City,US,41.4339,-79.7064,46.42,83,83,16.28,broken clouds
583,Ellensburg,US,46.9965,-120.5479,32.09,81,0,4.61,clear sky
584,Awbari,LY,26.5921,12.7805,44.6,74,74,5.12,broken clouds
585,Birao,CF,10.2849,22.7882,67.3,14,47,7.9,scattered clouds
586,Abnub,EG,27.2696,31.1511,48.42,29,74,2.46,broken clouds
587,Puerto Leguizamo,CO,-0.1934,-74.7819,71.67,90,85,1.25,overcast clouds
588,Rundu,NA,-17.9333,19.7667,68.47,84,45,2.15,scattered clouds
589,Broken Hill,AU,-31.95,141.4333,101.12,9,0,22.35,clear sky
590,Juba,SS,4.8517,31.5825,84.0,22,30,0.43,scattered clouds
591,Dzhebariki-Khaya,RU,62.2167,135.8,-28.79,94,56,1.66,broken clouds
592,Palasa,IN,18.7667,84.4167,86.58,38,52,8.05,broken clouds
593,Dundalk,US,39.2507,-76.5205,66.02,79,0,9.22,clear sky
594,Wawa,NG,9.9022,4.4192,73.76,25,12,2.42,few clouds
595,Nynashamn,SE,58.9034,17.9479,34.16,55,35,25.1,scattered clouds
596,Kichmengskiy Gorodok,RU,59.9816,45.7854,27.28,90,100,12.03,overcast clouds
597,Lata,PT,40.1629,-8.3327,44.08,77,0,6.49,clear sky
598,Golynki,RU,54.8696,31.3861,20.91,88,76,14.65,broken clouds
599,Novyy Urengoy,RU,66.0833,76.6333,11.25,88,100,18.25,overcast clouds
600,Chamba,IN,32.5667,76.1333,61.83,58,43,1.52,scattered clouds
601,Bhuj,IN,23.2667,69.6667,83.84,34,0,12.8,clear sky
602,Nadvoitsy,RU,63.8667,34.3167,27.82,90,100,13.4,overcast clouds
603,Zeya,RU,53.75,127.2667,2.82,82,100,2.28,overcast clouds
604,Cedar City,US,37.6775,-113.0619,22.17,80,0,0.0,clear sky
605,Constitucion,CL,-35.3333,-72.4167,62.15,68,0,9.91,clear sky
606,Honningsvag,NO,70.9821,25.9704,31.75,51,40,19.57,light shower snow
607,Bougouni,ML,11.417,-7.479,76.1,51,1,3.36,clear sky
608,Vryburg,ZA,-26.9566,24.7284,69.66,54,99,7.23,overcast clouds
609,Yokadouma,CM,3.5167,15.05,65.23,41,80,2.68,broken clouds
610,Leh,IN,34.1667,77.5833,23.86,66,89,17.56,overcast clouds
611,Ouango,CF,4.3133,22.5552,72.0,30,84,3.74,broken clouds
612,Molokovo,RU,58.1661,36.7628,17.33,88,56,13.8,broken clouds
613,Luwuk,ID,-0.9516,122.7875,88.68,60,100,0.96,overcast clouds
614,Mantua,IT,45.1667,10.7833,25.84,66,0,4.97,clear sky
615,Muroto,JP,33.2833,134.15,56.77,93,100,17.63,overcast clouds
616,Balykshi,KZ,47.0667,51.8667,-2.2,84,75,2.24,mist
617,Ingham,US,42.6,-84.3833,35.85,90,100,17.27,overcast clouds
618,Moron,AR,-34.6534,-58.6198,80.96,71,0,4.45,clear sky
619,Plettenberg Bay,ZA,-34.0527,23.3716,71.2,76,1,5.82,clear sky
620,Tucuman,AR,-26.8241,-65.2226,71.6,94,40,3.44,scattered clouds
621,Bom Despacho,BR,-19.7364,-45.2522,65.46,94,42,1.54,scattered clouds
622,Panorama,GR,40.5878,23.0315,32.9,64,80,10.0,broken clouds
623,Tuy Hoa,VN,13.0833,109.3,80.08,75,27,7.31,scattered clouds
624,Fortuna Foothills,US,32.6578,-114.4119,60.85,18,0,13.8,clear sky
625,Codrington,AU,-38.2667,141.9667,72.93,56,42,19.69,scattered clouds
626,Isla Mujeres,MX,21.2311,-86.731,77.16,81,0,10.13,light rain
627,Svetlaya,RU,46.5389,138.3297,16.93,49,100,0.89,overcast clouds
628,Nemuro,JP,43.3236,145.575,18.3,65,80,4.97,broken clouds
629,Itarantim,BR,-15.6597,-40.0656,71.33,84,50,1.21,scattered clouds
630,Soloneshnoye,RU,51.6544,84.3197,14.59,92,100,4.03,light snow
631,Marsabit,KE,2.3284,37.9899,71.02,50,2,15.79,clear sky
632,Itarema,BR,-2.9248,-39.9167,77.67,85,79,10.18,broken clouds
633,Keti Bandar,PK,24.1447,67.4497,76.96,61,0,15.43,clear sky
634,Safaga,EG,26.7292,33.9365,61.29,39,86,11.86,overcast clouds
635,Sitka,US,57.0531,-135.33,36.79,93,100,6.33,light rain
636,Gwanda,ZW,-20.9333,29.0,69.24,78,94,3.65,overcast clouds
637,Dartford,GB,51.4435,0.2196,38.43,90,75,5.75,broken clouds
638,Kieta,PG,-6.2167,155.6333,84.31,69,80,5.37,broken clouds
639,Buala,SB,-8.145,159.5921,84.47,63,100,1.74,overcast clouds
640,Timisesti,RO,47.2333,26.55,5.95,86,10,3.65,clear sky
641,Tutoia,BR,-2.7619,-42.2744,76.8,88,25,6.44,scattered clouds
642,Madimba,TZ,-10.4,40.3333,79.92,94,75,11.5,light rain
643,Tagusao,PH,9.1924,117.8141,82.54,74,31,11.34,scattered clouds
644,Ivrea,IT,45.4672,7.8762,36.05,56,3,4.03,clear sky
645,Bongandanga,CD,1.5,21.05,73.76,34,91,0.49,overcast clouds
646,Osorno,CL,-40.5667,-73.15,62.91,94,100,2.3,overcast clouds
647,Douala,CM,4.0483,9.7043,78.71,94,75,2.3,mist
648,Berberati,CF,4.2612,15.7922,69.51,94,0,0.0,clear sky
649,Sedona,US,34.8697,-111.761,37.15,33,0,9.22,clear sky
650,Sangar,RU,63.9242,127.4739,-28.17,91,63,4.41,broken clouds
651,Licata,IT,37.1071,13.9461,42.24,85,99,43.93,light rain
652,Ilinskiy,RU,55.619,38.1182,26.98,80,100,8.95,overcast clouds
653,Krasnyy Chikoy,RU,50.3643,108.7512,18.18,83,100,2.82,overcast clouds
654,Brigham City,US,41.5102,-112.0155,23.56,74,0,15.99,clear sky
655,Aklavik,CA,68.2191,-135.0107,-19.53,98,100,5.37,overcast clouds
656,Sylva,RU,58.0348,56.7635,27.77,91,100,7.94,overcast clouds
657,Nizhniy Odes,RU,63.6445,54.856,27.21,92,100,10.33,overcast clouds
658,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,10.99,57,40,2.24,scattered clouds
659,Acari,PE,-15.4311,-74.6158,75.54,85,79,2.89,broken clouds
660,Quesnel,CA,52.9999,-122.5029,39.7,70,0,12.66,clear sky
661,Koungou,YT,-12.7336,45.2042,82.11,78,0,9.22,light rain
662,Key Largo,US,25.0865,-80.4473,75.97,82,19,17.52,few clouds
663,Owo,NG,7.1962,5.5868,71.62,97,52,3.02,broken clouds
664,Yichang,CN,30.7144,111.2847,44.37,78,100,1.83,overcast clouds
665,Nicoya,CR,10.1483,-85.452,74.14,78,22,9.95,few clouds
666,Jagtial,IN,18.8,78.9333,88.23,15,34,3.89,scattered clouds
667,Mae Sai,TH,20.4335,99.8762,89.53,13,15,3.8,few clouds
668,Dukat,RU,62.55,155.55,-26.9,95,80,5.66,broken clouds
669,Barahona,DO,18.2085,-71.1008,72.37,78,0,4.09,clear sky
670,Sambava,MG,-14.2667,50.1667,80.58,73,95,8.86,overcast clouds
671,Binzhou,CN,37.3667,118.0167,49.24,44,6,4.63,clear sky
672,Sao Desiderio,BR,-12.3633,-44.9733,67.96,71,21,3.0,few clouds
673,Yarmouth,US,41.7057,-70.2286,55.87,92,100,11.99,overcast clouds
674,Bantilan,PH,14.7519,121.6656,80.91,73,42,12.59,scattered clouds
675,Cody,US,44.5263,-109.0565,24.58,59,0,0.0,clear sky
676,Caravelas,BR,-17.7125,-39.2481,72.7,95,56,3.53,broken clouds
677,Nguruka,TZ,-5.1092,31.0419,69.44,83,95,1.86,overcast clouds
678,Brodowski,BR,-20.9845,-47.6572,66.2,94,1,2.82,clear sky
679,Marawi,PH,7.9986,124.2928,76.98,77,35,7.7,scattered clouds
680,Mpophomeni,ZA,-29.5682,30.1862,61.14,99,100,1.07,light rain
681,Ilabaya,PE,-17.4208,-70.5133,67.55,79,79,1.97,broken clouds
682,Komsomolskiy,UZ,40.4272,71.7189,29.12,93,100,4.61,mist
683,Anadyr,RU,64.75,177.4833,-26.9,67,75,8.95,light snow
684,Marco,US,25.9726,-81.729,71.62,95,0,5.75,clear sky
685,Paita,PE,-5.0892,-81.1144,75.38,80,90,6.46,overcast clouds
686,Qeshm,IR,26.9581,56.2719,69.67,50,27,3.51,scattered clouds
